State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Ragi,Jun - 2024,Mandi Modal Price (AgMarknet),3303.72,Prices,Rs/Qtl
All India,Ragi,Jul - 2024,Mandi Arrival Quantity (AgMarknet),4988.89,Arrivals,Tonnes
All India,Ragi,Jul - 2024,Mandi Modal Price (AgMarknet),3280.22,Prices,Rs/Qtl
All India,Ragi,Aug - 2024,Mandi Modal Price (AgMarknet),3360.19,Prices,Rs/Qtl
All India,Ragi,Aug - 2024,Mandi Arrival Quantity (AgMarknet),5811.13,Arrivals,Tonnes
All India,Ragi,Sep - 2024,Mandi Arrival Quantity (AgMarknet),4551.17,Arrivals,Tonnes
All India,Ragi,Sep - 2024,Mandi Modal Price (AgMarknet),3179.74,Prices,Rs/Qtl
All India,Ragi,Oct - 2024,Mandi Arrival Quantity (AgMarknet),3106.68,Arrivals,Tonnes
All India,Ragi,Oct - 2024,Mandi Modal Price (AgMarknet),3265.28,Prices,Rs/Qtl
All India,Ragi,Nov - 2024,Mandi Modal Price (AgMarknet),3164.87,Prices,Rs/Qtl
All India,Ragi,Nov - 2024,Mandi Arrival Quantity (AgMarknet),3908.35,Arrivals,Tonnes
All India,Ragi,Dec - 2024,Mandi Modal Price (AgMarknet),3324.11,Prices,Rs/Qtl
All India,Ragi,Dec - 2024,Mandi Arrival Quantity (AgMarknet),3840.66,Arrivals,Tonnes
All India,Ragi,Jan - 2025,Mandi Modal Price (AgMarknet),3363.36,Prices,Rs/Qtl
All India,Ragi,Jan - 2025,Mandi Arrival Quantity (AgMarknet),5203.52,Arrivals,Tonnes
All India,Ragi,Feb - 2025,Mandi Modal Price (AgMarknet),3305.72,Prices,Rs/Qtl
All India,Ragi,Feb - 2025,Mandi Arrival Quantity (AgMarknet),6556.12,Arrivals,Tonnes
All India,Ragi,Mar - 2025,Mandi Arrival Quantity (AgMarknet),6771.57,Arrivals,Tonnes
All India,Ragi,Mar - 2025,Mandi Modal Price (AgMarknet),3063.82,Prices,Rs/Qtl
All India,Ragi,Apr - 2025,Mandi Modal Price (AgMarknet),3133.78,Prices,Rs/Qtl
All India,Ragi,Apr - 2025,Mandi Arrival Quantity (AgMarknet),5175.74,Arrivals,Tonnes
All India,Ragi,May - 2025,Mandi Arrival Quantity (AgMarknet),2420.11,Arrivals,Tonnes
All India,Ragi,May - 2025,Mandi Modal Price (AgMarknet),3228.2,Prices,Rs/Qtl
All India,Ragi,Jun - 2025,Mandi Arrival Quantity (AgMarknet),1050.21,Arrivals,Tonnes
All India,Ragi,Jun - 2025,Mandi Modal Price (AgMarknet),3552.66,Prices,Rs/Qtl
All India,Ragi,Jul - 2025,Mandi Modal Price (AgMarknet),3523.49,Prices,Rs/Qtl
All India,Ragi,Jul - 2025,Mandi Arrival Quantity (AgMarknet),1317.92,Arrivals,Tonnes
All India,Ragi,Aug - 2025,Mandi Modal Price (AgMarknet),3485.58,Prices,Rs/Qtl
All India,Ragi,Aug - 2025,Mandi Arrival Quantity (AgMarknet),336.22,Arrivals,Tonnes
All India,Ragi,Sep - 2025,Mandi Arrival Quantity (AgMarknet),575.55,Arrivals,Tonnes
All India,Ragi,Sep - 2025,Mandi Modal Price (AgMarknet),3544.86,Prices,Rs/Qtl
All India,Ragi,Oct - 2025,Mandi Arrival Quantity (AgMarknet),190.34,Arrivals,Tonnes
All India,Ragi,Oct - 2025,Mandi Modal Price (AgMarknet),3715.46,Prices,Rs/Qtl
All India,Ragi,Nov - 2025,Mandi Modal Price (AgMarknet),3817.31,Prices,Rs/Qtl
All India,Ragi,Nov - 2025,Mandi Arrival Quantity (AgMarknet),18.17,Arrivals,Tonnes
