State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Lakh,Apr - 2025,Mandi Modal Price (AgMarknet),3682.34,Prices,Rs/Qtl
All India,Lakh,Apr - 2025,Mandi Arrival Quantity (AgMarknet),7147.3,Arrivals,Tonnes
All India,Lakh,May - 2025,Mandi Arrival Quantity (AgMarknet),5483.59,Arrivals,Tonnes
All India,Lakh,May - 2025,Mandi Modal Price (AgMarknet),3575.26,Prices,Rs/Qtl
All India,Lakh,Jun - 2025,Mandi Arrival Quantity (AgMarknet),2926.16,Arrivals,Tonnes
All India,Lakh,Jun - 2025,Mandi Modal Price (AgMarknet),3337.7,Prices,Rs/Qtl
All India,Lakh,Jul - 2025,Mandi Modal Price (AgMarknet),3390.17,Prices,Rs/Qtl
All India,Lakh,Jul - 2025,Mandi Arrival Quantity (AgMarknet),1760.1,Arrivals,Tonnes
All India,Lakh,Aug - 2025,Mandi Modal Price (AgMarknet),3321.3,Prices,Rs/Qtl
All India,Lakh,Aug - 2025,Mandi Arrival Quantity (AgMarknet),1275.45,Arrivals,Tonnes
All India,Lakh,Sep - 2025,Mandi Arrival Quantity (AgMarknet),1179.7,Arrivals,Tonnes
All India,Lakh,Sep - 2025,Mandi Modal Price (AgMarknet),3172.38,Prices,Rs/Qtl
All India,Lakh,Oct - 2025,Mandi Arrival Quantity (AgMarknet),1613.95,Arrivals,Tonnes
All India,Lakh,Oct - 2025,Mandi Modal Price (AgMarknet),2992.87,Prices,Rs/Qtl
All India,Lakh,Nov - 2025,Mandi Modal Price (AgMarknet),3009.61,Prices,Rs/Qtl
All India,Lakh,Nov - 2025,Mandi Arrival Quantity (AgMarknet),267.43,Arrivals,Tonnes
