State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Moong,Jul - 2024,Mandi Arrival Quantity (AgMarknet),56005.0,Arrivals,Tonnes
All India,Moong,Jul - 2024,Mandi Modal Price (AgMarknet),7911.92,Prices,Rs/Qtl
All India,Moong,Aug - 2024,Mandi Modal Price (AgMarknet),7693.28,Prices,Rs/Qtl
All India,Moong,Aug - 2024,Mandi Arrival Quantity (AgMarknet),107830.11,Arrivals,Tonnes
All India,Moong,Sep - 2024,Mandi Arrival Quantity (AgMarknet),117129.17,Arrivals,Tonnes
All India,Moong,Sep - 2024,Mandi Modal Price (AgMarknet),7258.85,Prices,Rs/Qtl
All India,Moong,Oct - 2024,Mandi Arrival Quantity (AgMarknet),124095.49,Arrivals,Tonnes
All India,Moong,Oct - 2024,Mandi Modal Price (AgMarknet),6834.02,Prices,Rs/Qtl
All India,Moong,Nov - 2024,Mandi Modal Price (AgMarknet),6958.66,Prices,Rs/Qtl
All India,Moong,Nov - 2024,Mandi Arrival Quantity (AgMarknet),68215.58,Arrivals,Tonnes
All India,Moong,Dec - 2024,Mandi Modal Price (AgMarknet),6963.94,Prices,Rs/Qtl
All India,Moong,Dec - 2024,Mandi Arrival Quantity (AgMarknet),49453.81,Arrivals,Tonnes
All India,Moong,Jan - 2025,Mandi Modal Price (AgMarknet),7464.32,Prices,Rs/Qtl
All India,Moong,Jan - 2025,Mandi Arrival Quantity (AgMarknet),28554.56,Arrivals,Tonnes
All India,Moong,Feb - 2025,Mandi Modal Price (AgMarknet),7641.16,Prices,Rs/Qtl
All India,Moong,Feb - 2025,Mandi Arrival Quantity (AgMarknet),14991.34,Arrivals,Tonnes
All India,Moong,Mar - 2025,Mandi Arrival Quantity (AgMarknet),13667.88,Arrivals,Tonnes
All India,Moong,Mar - 2025,Mandi Modal Price (AgMarknet),7588.86,Prices,Rs/Qtl
All India,Moong,Apr - 2025,Mandi Modal Price (AgMarknet),8177.74,Prices,Rs/Qtl
All India,Moong,Apr - 2025,Mandi Arrival Quantity (AgMarknet),9079.88,Arrivals,Tonnes
All India,Moong,May - 2025,Mandi Arrival Quantity (AgMarknet),22784.49,Arrivals,Tonnes
All India,Moong,May - 2025,Mandi Modal Price (AgMarknet),7625.07,Prices,Rs/Qtl
All India,Moong,Jun - 2025,Mandi Arrival Quantity (AgMarknet),122472.67,Arrivals,Tonnes
All India,Moong,Jun - 2025,Mandi Modal Price (AgMarknet),6886.97,Prices,Rs/Qtl
All India,Moong,Jul - 2025,Mandi Modal Price (AgMarknet),7108.19,Prices,Rs/Qtl
All India,Moong,Jul - 2025,Mandi Arrival Quantity (AgMarknet),90743.9,Arrivals,Tonnes
All India,Moong,Aug - 2025,Mandi Modal Price (AgMarknet),7536.76,Prices,Rs/Qtl
All India,Moong,Aug - 2025,Mandi Arrival Quantity (AgMarknet),41274.54,Arrivals,Tonnes
All India,Moong,Sep - 2025,Mandi Arrival Quantity (AgMarknet),52403.79,Arrivals,Tonnes
All India,Moong,Sep - 2025,Mandi Modal Price (AgMarknet),6831.94,Prices,Rs/Qtl
All India,Moong,Oct - 2025,Mandi Arrival Quantity (AgMarknet),126425.29,Arrivals,Tonnes
All India,Moong,Oct - 2025,Mandi Modal Price (AgMarknet),6616.55,Prices,Rs/Qtl
All India,Moong,Nov - 2025,Mandi Modal Price (AgMarknet),6603.21,Prices,Rs/Qtl
All India,Moong,Nov - 2025,Mandi Arrival Quantity (AgMarknet),13670.74,Arrivals,Tonnes
