State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Maize,Jul - 2024,Mandi Arrival Quantity (AgMarknet),797024.18,Arrivals,Tonnes
All India,Maize,Jul - 2024,Mandi Modal Price (AgMarknet),2185.8,Prices,Rs/Qtl
All India,Maize,Aug - 2024,Mandi Modal Price (AgMarknet),2306.69,Prices,Rs/Qtl
All India,Maize,Aug - 2024,Mandi Arrival Quantity (AgMarknet),518594.84,Arrivals,Tonnes
All India,Maize,Sep - 2024,Mandi Arrival Quantity (AgMarknet),373600.95,Arrivals,Tonnes
All India,Maize,Sep - 2024,Mandi Modal Price (AgMarknet),2245.39,Prices,Rs/Qtl
All India,Maize,Oct - 2024,Mandi Arrival Quantity (AgMarknet),1189775.58,Arrivals,Tonnes
All India,Maize,Oct - 2024,Mandi Modal Price (AgMarknet),2125.72,Prices,Rs/Qtl
All India,Maize,Nov - 2024,Mandi Modal Price (AgMarknet),2184.77,Prices,Rs/Qtl
All India,Maize,Nov - 2024,Mandi Arrival Quantity (AgMarknet),2430236.23,Arrivals,Tonnes
All India,Maize,Dec - 2024,Mandi Modal Price (AgMarknet),2232.41,Prices,Rs/Qtl
All India,Maize,Dec - 2024,Mandi Arrival Quantity (AgMarknet),1600602.8,Arrivals,Tonnes
All India,Maize,Jan - 2025,Mandi Modal Price (AgMarknet),2281.97,Prices,Rs/Qtl
All India,Maize,Jan - 2025,Mandi Arrival Quantity (AgMarknet),795981.48,Arrivals,Tonnes
All India,Maize,Feb - 2025,Mandi Modal Price (AgMarknet),2267.52,Prices,Rs/Qtl
All India,Maize,Feb - 2025,Mandi Arrival Quantity (AgMarknet),416804.15,Arrivals,Tonnes
All India,Maize,Mar - 2025,Mandi Arrival Quantity (AgMarknet),357087.43,Arrivals,Tonnes
All India,Maize,Mar - 2025,Mandi Modal Price (AgMarknet),2176.61,Prices,Rs/Qtl
All India,Maize,Apr - 2025,Mandi Modal Price (AgMarknet),2042.0,Prices,Rs/Qtl
All India,Maize,Apr - 2025,Mandi Arrival Quantity (AgMarknet),674090.09,Arrivals,Tonnes
All India,Maize,May - 2025,Mandi Arrival Quantity (AgMarknet),646950.33,Arrivals,Tonnes
All India,Maize,May - 2025,Mandi Modal Price (AgMarknet),2053.72,Prices,Rs/Qtl
All India,Maize,Jun - 2025,Mandi Arrival Quantity (AgMarknet),859914.59,Arrivals,Tonnes
All India,Maize,Jun - 2025,Mandi Modal Price (AgMarknet),2086.91,Prices,Rs/Qtl
All India,Maize,Jul - 2025,Mandi Modal Price (AgMarknet),2063.19,Prices,Rs/Qtl
All India,Maize,Jul - 2025,Mandi Arrival Quantity (AgMarknet),1064356.52,Arrivals,Tonnes
All India,Maize,Aug - 2025,Mandi Modal Price (AgMarknet),2154.74,Prices,Rs/Qtl
All India,Maize,Aug - 2025,Mandi Arrival Quantity (AgMarknet),652561.96,Arrivals,Tonnes
All India,Maize,Sep - 2025,Mandi Arrival Quantity (AgMarknet),497435.84,Arrivals,Tonnes
All India,Maize,Sep - 2025,Mandi Modal Price (AgMarknet),2101.91,Prices,Rs/Qtl
All India,Maize,Oct - 2025,Mandi Arrival Quantity (AgMarknet),754519.51,Arrivals,Tonnes
All India,Maize,Oct - 2025,Mandi Modal Price (AgMarknet),1821.08,Prices,Rs/Qtl
All India,Maize,Nov - 2025,Mandi Modal Price (AgMarknet),1729.91,Prices,Rs/Qtl
All India,Maize,Nov - 2025,Mandi Arrival Quantity (AgMarknet),140855.98,Arrivals,Tonnes
